8.160963673802937302e-02
1.346943775448956049e-01
1.722366999046353875e-01
2.005553695799729419e-01
2.245071259643588446e-01
2.441771045461708922e-01
2.600987065398291942e-01
2.738529568567635852e-01
2.857456820086184957e-01
2.966538730964627391e-01
